1,1.94E-05,1.58E-05,2.36E-05,2.11E-05,1.20E-06,2.23E-06,2.23E-06,2.23E-06,2.24E-06,8.13E-06,8.13E-06,8.13E-06,8.13E-06,8.13E-06,8.14E-06,8.14E-06,8.14E-06,8.14E-06,8.13E-06
1.94E-05,1,3.57E-05,2.89E-05,1.54E-05,1.20E-06,2.21E-06,2.20E-06,2.22E-06,2.24E-06,7.54E-06,7.54E-06,7.54E-06,7.54E-06,7.54E-06,7.56E-06,7.55E-06,7.56E-06,7.56E-06,7.55E-06
1.58E-05,3.57E-05,1,1.99E-05,1.41E-05,1.20E-06,2.21E-06,2.19E-06,2.23E-06,2.24E-06,7.32E-06,7.32E-06,7.32E-06,7.32E-06,7.32E-06,7.33E-06,7.33E-06,7.33E-06,7.33E-06,7.32E-06
2.36E-05,2.89E-05,1.99E-05,1,1.83E-05,1.20E-06,2.22E-06,2.22E-06,2.22E-06,2.25E-06,7.98E-06,7.98E-06,7.98E-06,7.98E-06,7.98E-06,7.99E-06,7.99E-06,7.99E-06,7.99E-06,7.98E-06
2.11E-05,1.54E-05,1.41E-05,1.83E-05,1,1.21E-06,2.25E-06,2.25E-06,2.26E-06,2.26E-06,1.19E-05,1.19E-05,1.19E-05,1.19E-05,1.19E-05,1.19E-05,1.19E-05,1.19E-05,1.19E-05,1.19E-05
1.20E-06,1.20E-06,1.20E-06,1.20E-06,1.21E-06,1,1.17E-06,1.19E-06,1.15E-06,1.09E-06,1.21E-06,1.21E-06,1.21E-06,1.21E-06,1.21E-06,1.21E-06,1.21E-06,1.21E-06,1.21E-06,1.21E-06
2.23E-06,2.21E-06,2.21E-06,2.22E-06,2.25E-06,1.17E-06,1,6.27E-06,5.58E-06,3.34E-06,2.28E-06,2.28E-06,2.28E-06,2.28E-06,2.28E-06,2.28E-06,2.28E-06,2.28E-06,2.28E-06,2.28E-06
2.23E-06,2.20E-06,2.19E-06,2.22E-06,2.25E-06,1.19E-06,6.27E-06,1,4.19E-06,3.35E-06,2.27E-06,2.27E-06,2.27E-06,2.27E-06,2.27E-06,2.27E-06,2.27E-06,2.27E-06,2.27E-06,2.27E-06
2.23E-06,2.22E-06,2.23E-06,2.22E-06,2.26E-06,1.15E-06,5.58E-06,4.19E-06,1,4.37E-06,2.28E-06,2.28E-06,2.28E-06,2.28E-06,2.28E-06,2.28E-06,2.28E-06,2.28E-06,2.28E-06,2.28E-06
2.24E-06,2.24E-06,2.24E-06,2.25E-06,2.26E-06,1.09E-06,3.34E-06,3.35E-06,4.37E-06,1,2.28E-06,2.28E-06,2.28E-06,2.28E-06,2.28E-06,2.28E-06,2.28E-06,2.28E-06,2.28E-06,2.28E-06
8.13E-06,7.54E-06,7.32E-06,7.98E-06,1.19E-05,1.21E-06,2.28E-06,2.27E-06,2.28E-06,2.28E-06,1,0.014263016,0.013809036,0.014669617,0.018215069,0.004027068,0.003897783,0.003239873,0.00363209,0.007123171
8.13E-06,7.54E-06,7.32E-06,7.98E-06,1.19E-05,1.21E-06,2.28E-06,2.27E-06,2.28E-06,2.28E-06,0.014263016,1,0.014335752,0.014765094,0.015327186,0.003589633,0.004538511,0.003335976,0.003694674,0.006508499
8.13E-06,7.54E-06,7.32E-06,7.98E-06,1.19E-05,1.21E-06,2.28E-06,2.27E-06,2.28E-06,2.28E-06,0.013809036,0.014335752,1,0.01344466,0.014959243,0.003576755,0.004022648,0.003647271,0.003579264,0.006428129
8.13E-06,7.54E-06,7.32E-06,7.98E-06,1.19E-05,1.21E-06,2.28E-06,2.27E-06,2.28E-06,2.28E-06,0.014669617,0.014765094,0.01344466,1,0.015705851,0.003590356,0.003972021,0.003213009,0.004082741,0.00643452
8.13E-06,7.54E-06,7.32E-06,7.98E-06,1.19E-05,1.21E-06,2.28E-06,2.27E-06,2.28E-06,2.28E-06,0.018215069,0.015327186,0.014959243,0.015705851,1,0.003679184,0.003829557,0.003192009,0.003540662,0.008607694
8.14E-06,7.56E-06,7.33E-06,7.99E-06,1.19E-05,1.21E-06,2.28E-06,2.27E-06,2.28E-06,2.28E-06,0.004027068,0.003589633,0.003576755,0.003590356,0.003679184,1,0.003506776,0.002878697,0.003420143,0.004691152
8.14E-06,7.55E-06,7.33E-06,7.99E-06,1.19E-05,1.21E-06,2.28E-06,2.27E-06,2.28E-06,2.28E-06,0.003897783,0.004538511,0.004022648,0.003972021,0.003829557,0.003506776,1,0.004410878,0.004268194,0.004125917
8.14E-06,7.56E-06,7.33E-06,7.99E-06,1.19E-05,1.21E-06,2.28E-06,2.27E-06,2.28E-06,2.28E-06,0.003239873,0.003335976,0.003647271,0.003213009,0.003192009,0.002878697,0.004410878,1,0.00312961,0.003388602
8.14E-06,7.56E-06,7.33E-06,7.99E-06,1.19E-05,1.21E-06,2.28E-06,2.27E-06,2.28E-06,2.28E-06,0.00363209,0.003694674,0.003579264,0.004082741,0.003540662,0.003420143,0.004268194,0.00312961,1,0.003939079
8.13E-06,7.55E-06,7.32E-06,7.98E-06,1.19E-05,1.21E-06,2.28E-06,2.27E-06,2.28E-06,2.28E-06,0.007123171,0.006508499,0.006428129,0.00643452,0.008607694,0.004691152,0.004125917,0.003388602,0.003939079,1
